contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,delta,gamma,theta,vega,rho
META250328C00632500,2025-03-21 19:59:26+00:00,632.5,1.34,0.0,0.0,0.0,0.0,335.0,0,0.12500875,False,REGULAR,USD,1.197246080898714e-07,9.473503737041227e-08,-0.00026672098371258233,3.460478997051816e-07,5.855298855516315e-09
META250328C00635000,2025-03-21 19:59:37+00:00,635.0,1.11,0.0,0.0,0.0,0.0,1438.0,0,0.12500875,False,REGULAR,USD,1.7554131699124347e-08,1.4767831932379675e-08,-4.154503083831963e-05,5.3943898321564164e-08,8.586083850013374e-10
META250328C00637500,2025-03-21 19:59:44+00:00,637.5,0.91,0.0,0.0,0.0,0.0,407.0,0,0.12500875,False,REGULAR,USD,2.30673802653638e-09,2.0558335844681767e-09,-5.779425516476392e-06,7.509543604938484e-09,1.1283891529799849e-10
META250328C00640000,2025-03-21 19:59:52+00:00,640.0,0.78,0.0,0.0,0.0,0.0,2162.0,0,0.12500875,False,REGULAR,USD,2.719366949766314e-10,2.5592529847482486e-10,-7.190131793462112e-07,9.348432689413256e-10,1.3303587935192073e-11
META250328C00642500,2025-03-21 19:59:27+00:00,642.5,0.7,0.0,0.0,0.0,0.0,401.0,0,0.12500875,False,REGULAR,USD,2.8789233230512022e-11,2.8528109343069092e-11,-8.01034522910753e-08,1.0420740408988417e-10,1.4085346155271592e-12
META250328C00645000,2025-03-21 19:59:54+00:00,645.0,0.56,0.0,0.0,0.0,0.0,1442.0,0,0.12500875,False,REGULAR,USD,2.739919892945865e-12,2.851276978700262e-12,-8.001953174606881e-09,1.0415137179912294e-11,1.3406283009715504e-13
META250328C00647500,2025-03-21 19:59:25+00:00,647.5,0.51,0.0,0.0,0.0,0.0,235.0,0,0.12500875,False,REGULAR,USD,2.346666684691854e-13,2.55844699671157e-13,-7.176817114768544e-10,9.345488578395605e-13,1.1482913267577924e-14
META250328C00650000,2025-03-21 19:59:50+00:00,650.0,0.45,0.0,0.0,0.0,0.0,1180.0,0,0.12500875,False,REGULAR,USD,1.8106567628140812e-14,2.0636686038006906e-14,-5.78644843307967e-11,7.538163343310092e-14,8.86062585501242e-16
META250328C00652500,2025-03-21 19:44:01+00:00,652.5,0.39,0.0,0.0,0.0,0.0,37.0,0,0.12500875,False,REGULAR,USD,1.259971193215817e-15,1.4982284049483331e-15,-4.199353250504387e-12,5.472724846076227e-15,6.166151816597935e-17
META250328C00655000,2025-03-21 19:59:54+00:00,655.0,0.34,0.0,0.0,0.0,0.0,262.0,0,0.12500875,False,REGULAR,USD,7.915804497860084e-17,9.802365571950049e-17,-2.746510244242133e-13,3.580605563127287e-16,3.874110350214602e-18
META250328C00657500,2025-03-21 19:05:35+00:00,657.5,0.33,0.0,0.0,0.0,0.0,87.0,0,0.12500875,False,REGULAR,USD,4.494796373340387e-18,5.7867031103495276e-18,-1.6208378627783302e-14,2.113765416826986e-17,2.1999281799139214e-19
META250328C00660000,2025-03-21 19:59:44+00:00,660.0,0.29,0.0,0.0,0.0,0.0,698.0,0,0.12500875,False,REGULAR,USD,2.3092737071432336e-19,3.0860580579692957e-19,-8.641343077308283e-16,1.1272744899576737e-18,1.1303003469274952e-20
META250328C00662500,2025-03-21 19:53:19+00:00,662.5,0.22,0.0,0.0,0.0,0.0,53.0,0,0.2500075,False,REGULAR,USD,1.9278534313062227e-06,6.874135342053135e-07,-0.007694710039330753,5.021763898318329e-06,9.405204272948109e-08
META250328C00665000,2025-03-21 19:59:23+00:00,665.0,0.21,0.0,0.0,0.0,0.0,238.0,0,0.2500075,False,REGULAR,USD,8.541340501409407e-07,3.1468085702235674e-07,-0.0035216081999398198,2.2988388919540243e-06,4.1675343400485576e-08
META250328C00667500,2025-03-21 18:55:30+00:00,667.5,0.21,0.0,0.0,0.0,0.0,30.0,0,0.2500075,False,REGULAR,USD,3.6965669783212345e-07,1.405628345906364e-07,-0.001572694302861384,1.0268540450088398e-06,1.8038782237759025e-08
META250328C00670000,2025-03-21 19:59:47+00:00,670.0,0.18,0.0,0.0,0.0,0.0,283.0,0,0.2500075,False,REGULAR,USD,1.5631047339160255e-07,6.128338774128444e-08,-0.0006855286947337872,4.4769369355173133e-07,7.628673587552102e-09
META250328C00672500,2025-03-21 19:12:33+00:00,672.5,0.17,0.0,0.0,0.0,0.0,4.0,0,0.2500075,False,REGULAR,USD,6.459389917500654e-08,2.6086122031630052e-08,-0.0002917473419037461,1.9056701584586514e-07,3.1528394817450668e-09
META250328C00675000,2025-03-21 19:45:26+00:00,675.0,0.16,0.0,0.0,0.0,0.0,287.0,0,0.2500075,False,REGULAR,USD,2.609192704672187e-08,1.0844049947596769e-08,-0.00012125743865003845,7.921906658610748e-08,1.273688515759409e-09
META250328C00677500,2025-03-21 19:38:30+00:00,677.5,0.15,0.0,0.0,0.0,0.0,18.0,0,0.2500075,False,REGULAR,USD,1.030456144745682e-08,4.403599371576807e-09,-4.9232143325798054e-05,3.2169626064180496e-08,5.030727901387034e-10
META250328C00680000,2025-03-21 19:57:57+00:00,680.0,0.1,0.0,0.0,0.0,0.0,659.0,0,0.2500075,False,REGULAR,USD,3.979779970117622e-09,1.7473336389728742e-09,-1.953192448801042e-05,1.2764801025710362e-08,1.9431320662320333e-10
META250328C00682500,2025-03-21 19:18:28+00:00,682.5,0.11,0.0,0.0,0.0,0.0,10.0,0,0.2500075,False,REGULAR,USD,1.503461023810334e-09,6.77659382604453e-10,-7.573781538937201e-06,4.950506868989465e-09,7.341338433943868e-11
META250328C00685000,2025-03-21 19:39:10+00:00,685.0,0.11,0.0,0.0,0.0,0.0,732.0,0,0.2500075,False,REGULAR,USD,5.556815710651308e-10,2.56938339542899e-10,-2.87121632722359e-06,1.877012327233305e-09,2.7136067181657497e-11
META250328C00687500,2025-03-21 19:43:27+00:00,687.5,0.11,0.0,0.0,0.0,0.0,164.0,0,0.2500075,False,REGULAR,USD,2.0098208227116491e-10,9.526665508744864e-11,-1.0644294872388178e-06,6.959517458217594e-10,9.815541375050436e-12
META250328C00690000,2025-03-21 19:34:11+00:00,690.0,0.1,0.0,0.0,0.0,0.0,241.0,0,0.2500075,False,REGULAR,USD,7.115126494658345e-11,3.45508430160645e-11,-3.859905376198577e-07,2.5240436430324145e-10,3.475152262284984e-12
META250328C00695000,2025-03-21 19:41:41+00:00,695.0,0.09,0.0,0.0,0.0,0.0,538.0,0,0.2500075,False,REGULAR,USD,8.369473829305763e-12,4.25744005542678e-12,-4.7550918011099315e-08,3.1101888027725316e-11,4.0883991006979895e-13
META250328C00700000,2025-03-21 19:58:24+00:00,700.0,0.08,0.0,0.0,0.0,0.0,1043.0,0,0.2500075,False,REGULAR,USD,9.060102084260911e-13,4.816798506887924e-13,-5.378621866998397e-09,3.5188170793475822e-12,4.4263582676225734e-14
META250328C00705000,2025-03-21 19:02:39+00:00,705.0,0.09,0.0,0.0,0.0,0.0,206.0,0,0.2500075,False,REGULAR,USD,9.041439734108715e-14,5.0133209075314393e-14,-5.596915550094726e-10,3.6623826403462246e-13,4.417784387979676e-15
META250328C00710000,2025-03-21 19:50:00+00:00,710.0,0.06,0.0,0.0,0.0,0.0,207.0,0,0.2500075,False,REGULAR,USD,8.332018959891284e-15,4.809108330077648e-15,-5.367919666740002e-11,3.513199172460984e-14,4.071611327673302e-16
META250328C00715000,2025-03-21 19:08:10+00:00,715.0,0.07,0.0,0.0,0.0,0.0,3.0,0,0.2500075,False,REGULAR,USD,7.10227033843714e-16,4.259603705193782e-16,-4.753740068551905e-12,3.1117694144055414e-15,3.4710317255799983e-17
META250328C00720000,2025-03-21 18:55:54+00:00,720.0,0.05,0.0,0.0,0.0,0.0,1529.0,0,0.2500075,False,REGULAR,USD,5.60907814054856e-17,3.489894184257553e-17,-3.8941180304199914e-13,2.5494733157554117e-16,2.741541313195237e-18
META250328C00725000,2025-03-21 19:43:44+00:00,725.0,0.04,0.0,0.0,0.0,0.0,518.0,0,0.2500075,False,REGULAR,USD,4.110859754861511e-18,2.6493939944294905e-18,-2.955828265314602e-14,1.93546249115218e-17,2.0094391032059384e-19
META250328C00730000,2025-03-21 19:50:00+00:00,730.0,0.03,0.0,0.0,0.0,0.0,31.0,0,0.2500075,False,REGULAR,USD,2.8003123020124224e-19,1.8668329002203578e-19,-2.082468882600002e-15,1.3637779293009198e-18,1.3689412745471767e-20
META250328C00735000,2025-03-21 15:04:23+00:00,735.0,0.04,0.0,0.0,0.0,0.0,2.0,0,0.2500075,False,REGULAR,USD,1.7757619505810696e-20,1.2229354516169891e-20,-1.364021386904979e-16,8.933913569222167e-20,8.681540720736581e-22
META250328C00740000,2025-03-21 13:59:55+00:00,740.0,0.02,0.0,0.0,0.0,0.0,12.0,0,0.2500075,False,REGULAR,USD,1.0498454145607296e-21,7.459971639981328e-22,-8.319612936511413e-18,5.449735043032738e-21,5.132972230868807e-23
META250328C00745000,2025-03-21 19:29:03+00:00,745.0,0.02,0.0,0.0,0.0,0.0,2.0,0,0.500005,False,REGULAR,USD,5.260583394794991e-07,9.871958781601635e-08,-0.0044026617968969065,1.4423240825266278e-06,2.5559740034362418e-08
META250328C00750000,2025-03-21 19:27:37+00:00,750.0,0.02,0.0,0.0,0.0,0.0,211.0,0,0.500005,False,REGULAR,USD,2.462745855033114e-07,4.7515563746045315e-08,-0.002118879424167406,6.942172612539157e-07,1.1968447252134731e-08
META250328C00755000,2025-03-20 19:52:29+00:00,755.0,0.03,0.0,0.0,0.0,0.0,62.0,0,0.500005,False,REGULAR,USD,1.1348443962033866e-07,2.2491381433271883e-08,-0.0010028760158760396,3.286061237508249e-07,5.5162647085202e-09
META250328C00760000,2025-03-21 15:33:15+00:00,760.0,0.01,0.0,0.0,0.0,0.0,75.0,0,0.500005,False,REGULAR,USD,5.1489700077464694e-08,1.0473730695534843e-08,-0.00046697697569362894,1.5302448430216579e-07,2.5033119668117754e-09
