contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,delta,gamma,theta,vega,rho
META250328P00675000,2025-03-21 15:06:08+00:00,675.0,80.0,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,33.73613298656779,0.0,-0.055456656964221016
META250328P00680000,2025-03-20 19:54:45+00:00,680.0,95.25,0.0,0.0,0.0,0.0,12.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,33.98603026794977,0.0,-0.055867447015807835
META250328P00685000,2025-03-21 19:14:57+00:00,685.0,91.35,0.0,0.0,0.0,0.0,9.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,34.235927549331755,0.0,-0.05627823706739466
META250328P00687500,2025-03-19 19:12:22+00:00,687.5,98.0,0.0,0.0,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,34.36087619002274,0.0,-0.05648363209318807
META250328P00690000,2025-03-18 17:43:58+00:00,690.0,108.99,0.0,0.0,0.0,0.0,18.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,34.48582483071374,0.0,-0.05668902711898149
META250328P00695000,2025-03-20 18:35:51+00:00,695.0,103.1,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,34.73572211209572,0.0,-0.0570998171705683
META250328P00700000,2025-03-20 18:30:46+00:00,700.0,106.85,0.0,0.0,0.0,0.0,12.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,34.985619393477705,0.0,-0.05751060722215512
META250328P00705000,2025-03-21 19:51:19+00:00,705.0,110.78,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,35.23551667485969,0.0,-0.05792139727374195
META250328P00710000,2025-03-21 19:51:19+00:00,710.0,115.8,0.0,0.0,0.0,0.0,10.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,35.48541395624167,0.0,-0.05833218732532877
META250328P00715000,2025-03-21 19:51:24+00:00,715.0,120.81,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,35.735311237623655,0.0,-0.05874297737691559
META250328P00720000,2025-03-21 19:51:19+00:00,720.0,125.82,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,35.98520851900564,0.0,-0.05915376742850242
META250328P00725000,2025-03-21 19:51:24+00:00,725.0,130.83,0.0,0.0,0.0,0.0,10.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,36.23510580038762,0.0,-0.05956455748008924
META250328P00730000,2025-03-21 17:53:53+00:00,730.0,133.88,0.0,0.0,0.0,0.0,4.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,36.485003081769605,0.0,-0.059975347531676056
META250328P00735000,2025-03-17 19:25:12+00:00,735.0,128.15,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,36.73490036315159,0.0,-0.06038613758326289
META250328P00740000,2025-03-17 19:25:12+00:00,740.0,135.0,0.0,0.0,0.0,0.0,11.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,36.98479764453357,0.0,-0.06079692763484971
META250328P00745000,2025-03-14 19:08:13+00:00,745.0,137.73,0.0,0.0,0.0,0.0,10.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,37.234694925915555,0.0,-0.06120771768643652
META250328P00750000,2025-03-14 19:08:13+00:00,750.0,142.7,0.0,0.0,0.0,0.0,20.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,37.48459220729754,0.0,-0.061618507738023354
META250328P00755000,2025-02-27 19:42:40+00:00,755.0,93.21,0.0,0.0,0.0,0.0,50.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,37.73448948867952,0.0,-0.06202929778961017
META250328P00760000,2025-02-26 17:47:14+00:00,760.0,85.35,0.0,0.0,0.0,0.0,8.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,37.98438677006151,0.0,-0.06244008784119699
META250328P00765000,2025-03-14 19:49:32+00:00,765.0,157.96,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,38.234284051443495,0.0,-0.06285087789278382
META250328P00770000,2025-03-14 19:49:32+00:00,770.0,162.98,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,38.48418133282548,0.0,-0.06326166794437064
META250328P00775000,2025-03-18 13:44:06+00:00,775.0,187.6,0.0,0.0,0.0,0.0,4.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,38.73407861420746,0.0,-0.06367245799595746
META250328P00780000,2025-02-27 20:54:41+00:00,780.0,120.75,0.0,0.0,0.0,0.0,10.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,38.983975895589445,0.0,-0.06408324804754428
META250328P00785000,2025-02-27 17:57:10+00:00,785.0,116.02,0.0,0.0,0.0,0.0,10.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,39.23387317697143,0.0,-0.06449403809913111
META250328P00790000,2025-02-27 17:57:10+00:00,790.0,120.97,0.0,0.0,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,39.48377045835341,0.0,-0.06490482815071792
META250328P00795000,2025-03-14 19:51:04+00:00,795.0,188.62,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,39.733667739735395,0.0,-0.06531561820230475
META250328P00800000,2025-03-14 19:51:04+00:00,800.0,193.64,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,39.98356502111738,0.0,-0.06572640825389157
META250328P00810000,2025-03-05 16:57:50+00:00,810.0,168.6,0.0,0.0,0.0,0.0,5.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,40.483359583881345,0.0,-0.06654798835706521
META250328P00820000,2025-02-20 19:23:25+00:00,820.0,123.24,222.15,225.4,0.0,0.0,4.0,0,0.8984385156249999,True,REGULAR,USD,-0.9999447439997451,4.662839764308624e-06,40.312494448019926,0.00012241200953693875,-0.06736691080255905
META250328P00840000,2025-03-17 13:52:02+00:00,840.0,231.0,0.0,0.0,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,41.982743272173245,0.0,-0.06901272866658614
META250328P00860000,2025-03-05 16:57:50+00:00,860.0,218.65,0.0,0.0,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,42.98233239770118,0.0,-0.07065588887293343
